ID,Pred
2022_1112_1355,0.878
2022_1112_1361,0.687
2022_1112_1362,0.763
2022_1112_1371,0.707
2022_1112_1388,0.68
2022_1112_1389,0.915
2022_1112_1394,0.944
2022_1112_1395,0.71
2022_1112_1397,0.534
2022_1112_1400,0.677
2022_1112_1403,0.569
2022_1112_1411,0.959
2022_1112_1412,0.82
2022_1112_1417,0.537
2022_1112_1425,0.784
2022_1112_1436,0.856
2022_1112_1437,0.517
2022_1112_1439,0.7
2022_1112_1458,0.657
2022_1112_1460,0.942
2022_1112_1461,0.746
2022_1112_1463,0.904
2022_1116_1120,0.507
2022_1116_1124,0.671
2022_1116_1129,0.587
2022_1116_1136,0.863
2022_1116_1151,0.734
2022_1116_1159,0.753
2022_1116_1161,0.564
2022_1116_1163,0.507
2022_1116_1166,0.582
2022_1116_1168,0.836
2022_1116_1172,0.656
2022_1116_1174,0.816
2022_1116_1181,0.534
2022_1116_1209,0.817
2022_1116_1211,0.7090000000000001
2022_1116_1222,0.503
2022_1116_1228,0.5449999999999999
2022_1116_1231,0.513
2022_1116_1234,0.609
2022_1116_1235,0.57
2022_1116_1240,0.767
2022_1116_1242,0.6930000000000001
2022_1116_1246,0.636
2022_1116_1255,0.845
2022_1116_1260,0.628
2022_1116_1261,0.509
2022_1116_1266,0.512
2022_1116_1272,0.543
2022_1116_1274,0.609
2022_1116_1276,0.581
2022_1116_1277,0.503
2022_1116_1286,0.81
2022_1116_1293,0.692
2022_1116_1308,0.732
2022_1116_1313,0.824
2022_1116_1314,0.585
2022_1116_1323,0.669
2022_1116_1326,0.513
2022_1116_1344,0.598
2022_1116_1345,0.5389999999999999
2022_1116_1350,0.711
2022_1116_1353,0.599
2022_1116_1355,0.735
2022_1116_1361,0.515
2022_1116_1362,0.595
2022_1116_1371,0.579
2022_1116_1388,0.547
2022_1116_1389,0.826
2022_1116_1394,0.848
2022_1116_1395,0.544
2022_1116_1397,0.71
2022_1116_1400,0.53
2022_1116_1403,0.5880000000000001
2022_1116_1411,0.848
2022_1116_1412,0.68
2022_1116_1417,0.619
2022_1116_1425,0.638
2022_1116_1436,0.722
2022_1116_1437,0.6839999999999999
2022_1116_1439,0.534
2022_1116_1458,0.511
2022_1116_1460,0.854
2022_1116_1461,0.624
2022_1116_1463,0.792
2022_1120_1124,0.614
2022_1120_1129,0.661
2022_1120_1136,0.936
2022_1120_1151,0.836
2022_1120_1159,0.835
2022_1120_1161,0.671
2022_1120_1163,0.544
2022_1120_1166,0.644
2022_1120_1168,0.891
2022_1120_1172,0.731
2022_1120_1174,0.866
2022_1120_1181,0.505
2022_1120_1209,0.876
2022_1120_1211,0.663
2022_1120_1222,0.559
2022_1120_1228,0.57
2022_1120_1231,0.645
2022_1120_1234,0.532
2022_1120_1235,0.668
2022_1120_1240,0.828
2022_1120_1242,0.5720000000000001
2022_1120_1246,0.611
2022_1120_1255,0.913
2022_1120_1260,0.695
2022_1120_1261,0.577
2022_1120_1266,0.641
2022_1120_1272,0.633
2022_1120_1274,0.678
2022_1120_1276,0.655
2022_1120_1277,0.608
2022_1120_1286,0.891
2022_1120_1293,0.764
2022_1120_1308,0.798
2022_1120_1313,0.887
2022_1120_1314,0.652
2022_1120_1323,0.698
2022_1120_1326,0.594
2022_1120_1344,0.642
2022_1120_1345,0.524
2022_1120_1350,0.798
2022_1120_1353,0.664
2022_1120_1355,0.784
2022_1120_1361,0.623
2022_1120_1362,0.645
2022_1120_1371,0.626
2022_1120_1388,0.596
2022_1120_1389,0.898
2022_1120_1394,0.901
2022_1120_1395,0.641
2022_1120_1397,0.596
2022_1120_1400,0.614
2022_1120_1403,0.5660000000000001
2022_1120_1411,0.922
2022_1120_1412,0.733
2022_1120_1417,0.591
2022_1120_1425,0.688
2022_1120_1436,0.784
2022_1120_1437,0.573
2022_1120_1439,0.611
2022_1120_1458,0.585
2022_1120_1460,0.915
2022_1120_1461,0.711
2022_1120_1463,0.869
2022_1124_1129,0.732
2022_1124_1136,0.97
2022_1124_1151,0.873
2022_1124_1159,0.885
2022_1124_1161,0.711
2022_1124_1163,0.636
2022_1124_1166,0.743
2022_1124_1168,0.928
2022_1124_1172,0.806
2022_1124_1174,0.91
2022_1124_1181,0.557
2022_1124_1209,0.92
2022_1124_1211,0.587
2022_1124_1222,0.632
2022_1124_1228,0.611
2022_1124_1231,0.666
2022_1124_1234,0.568
2022_1124_1235,0.714
2022_1124_1240,0.867
2022_1124_1242,0.556
2022_1124_1246,0.532
2022_1124_1255,0.958
2022_1124_1260,0.808
2022_1124_1261,0.651
2022_1124_1266,0.659
2022_1124_1272,0.702
2022_1124_1274,0.754
2022_1124_1276,0.672
2022_1124_1277,0.63
2022_1124_1286,0.926
2022_1124_1293,0.849
2022_1124_1308,0.853
2022_1124_1313,0.936
2022_1124_1314,0.71
2022_1124_1323,0.792
2022_1124_1326,0.664
2022_1124_1344,0.703
2022_1124_1345,0.601
2022_1124_1350,0.851
2022_1124_1353,0.745
2022_1124_1355,0.869
2022_1124_1361,0.669
2022_1124_1362,0.741
2022_1124_1371,0.721
2022_1124_1388,0.664
2022_1124_1389,0.933
2022_1124_1394,0.942
2022_1124_1395,0.658
2022_1124_1397,0.5469999999999999
2022_1124_1400,0.651
2022_1124_1403,0.528
2022_1124_1411,0.965
2022_1124_1412,0.832
2022_1124_1417,0.512
2022_1124_1425,0.777
2022_1124_1436,0.851
2022_1124_1437,0.53
2022_1124_1439,0.703
2022_1124_1458,0.632
2022_1124_1460,0.961
2022_1124_1461,0.764
2022_1124_1463,0.923
2022_1129_1136,0.787
2022_1129_1151,0.629
2022_1129_1159,0.666
2022_1129_1161,0.515
2022_1129_1163,0.589
2022_1129_1166,0.532
2022_1129_1168,0.722
2022_1129_1172,0.526
2022_1129_1174,0.711
2022_1129_1181,0.647
2022_1129_1209,0.722
2022_1129_1211,0.759
2022_1129_1222,0.636
2022_1129_1228,0.5720000000000001
2022_1129_1231,0.532
2022_1129_1234,0.646
2022_1129_1235,0.511
2022_1129_1240,0.674
2022_1129_1242,0.7170000000000001
2022_1129_1246,0.704
2022_1129_1255,0.747
2022_1129_1260,0.52
2022_1129_1261,0.583
2022_1129_1266,0.527
2022_1129_1272,0.5589999999999999
2022_1129_1274,0.536
2022_1129_1276,0.503
2022_1129_1277,0.507
2022_1129_1286,0.731
2022_1129_1293,0.547
2022_1129_1308,0.649
2022_1129_1313,0.753
2022_1129_1314,0.503
2022_1129_1323,0.51
2022_1129_1326,0.5569999999999999
2022_1129_1344,0.524
2022_1129_1345,0.605
2022_1129_1350,0.617
2022_1129_1353,0.502
2022_1129_1355,0.616
2022_1129_1361,0.525
2022_1129_1362,0.516
2022_1129_1371,0.521
2022_1129_1388,0.573
2022_1129_1389,0.702
2022_1129_1394,0.754
2022_1129_1395,0.524
2022_1129_1397,0.712
2022_1129_1400,0.513
2022_1129_1403,0.6890000000000001
2022_1129_1411,0.772
2022_1129_1412,0.526
2022_1129_1417,0.675
2022_1129_1425,0.506
2022_1129_1436,0.59
2022_1129_1437,0.696
2022_1129_1439,0.5449999999999999
2022_1129_1458,0.542
2022_1129_1460,0.741
2022_1129_1461,0.511
2022_1129_1463,0.698
2022_1136_1151,0.603
2022_1136_1159,0.53
2022_1136_1161,0.753
2022_1136_1163,0.7989999999999999
2022_1136_1166,0.732
2022_1136_1168,0.581
2022_1136_1172,0.714
2022_1136_1174,0.5860000000000001
2022_1136_1181,0.857
2022_1136_1209,0.525
2022_1136_1211,0.961
2022_1136_1222,0.7969999999999999
2022_1136_1228,0.865
2022_1136_1231,0.766
2022_1136_1234,0.833
2022_1136_1235,0.726
2022_1136_1240,0.52
2022_1136_1242,0.937
2022_1136_1246,0.946
2022_1136_1255,0.542
2022_1136_1260,0.7010000000000001
2022_1136_1261,0.821
2022_1136_1266,0.792
2022_1136_1272,0.787
2022_1136_1274,0.698
2022_1136_1276,0.759
2022_1136_1277,0.8109999999999999
2022_1136_1286,0.5329999999999999
2022_1136_1293,0.624
2022_1136_1308,0.581
2022_1136_1313,0.547
2022_1136_1314,0.71
2022_1136_1323,0.732
2022_1136_1326,0.8200000000000001
2022_1136_1344,0.768
2022_1136_1345,0.882
2022_1136_1350,0.641
2022_1136_1353,0.744
2022_1136_1355,0.5640000000000001
2022_1136_1361,0.793
2022_1136_1362,0.773
2022_1136_1371,0.786
2022_1136_1388,0.8140000000000001
2022_1136_1389,0.546
2022_1136_1394,0.555
2022_1136_1395,0.75
2022_1136_1397,0.914
2022_1136_1400,0.794
2022_1136_1403,0.928
2022_1136_1411,0.508
2022_1136_1412,0.615
2022_1136_1417,0.925
2022_1136_1425,0.7170000000000001
2022_1136_1436,0.613
2022_1136_1437,0.935
2022_1136_1439,0.788
2022_1136_1458,0.785
2022_1136_1460,0.569
2022_1136_1461,0.727
2022_1136_1463,0.602
2022_1151_1159,0.559
2022_1151_1161,0.641
2022_1151_1163,0.6890000000000001
2022_1151_1166,0.615
2022_1151_1168,0.576
2022_1151_1172,0.63
2022_1151_1174,0.558
2022_1151_1181,0.789
2022_1151_1209,0.607
2022_1151_1211,0.874
2022_1151_1222,0.742
2022_1151_1228,0.753
2022_1151_1231,0.652
2022_1151_1234,0.786
2022_1151_1235,0.604
2022_1151_1240,0.553
2022_1151_1242,0.883
2022_1151_1246,0.857
2022_1151_1255,0.643
2022_1151_1260,0.596
2022_1151_1261,0.721
2022_1151_1266,0.6950000000000001
2022_1151_1272,0.679
2022_1151_1274,0.562
2022_1151_1276,0.679
2022_1151_1277,0.69
2022_1151_1286,0.616
2022_1151_1293,0.5720000000000001
2022_1151_1308,0.521
2022_1151_1313,0.642
2022_1151_1314,0.622
2022_1151_1323,0.619
2022_1151_1326,0.756
2022_1151_1344,0.641
2022_1151_1345,0.808
2022_1151_1350,0.529
2022_1151_1353,0.619
2022_1151_1355,0.504
2022_1151_1361,0.673
2022_1151_1362,0.681
2022_1151_1371,0.651
2022_1151_1388,0.748
2022_1151_1389,0.573
2022_1151_1394,0.621
2022_1151_1395,0.636
2022_1151_1397,0.823
2022_1151_1400,0.681
2022_1151_1403,0.836
2022_1151_1411,0.641
2022_1151_1412,0.526
2022_1151_1417,0.85
2022_1151_1425,0.602
2022_1151_1436,0.501
2022_1151_1437,0.873
2022_1151_1439,0.685
2022_1151_1458,0.719
2022_1151_1460,0.569
2022_1151_1461,0.612
2022_1151_1463,0.551
2022_1159_1161,0.696
2022_1159_1163,0.746
2022_1159_1166,0.692
2022_1159_1168,0.593
2022_1159_1172,0.6799999999999999
2022_1159_1174,0.618
2022_1159_1181,0.8069999999999999
2022_1159_1209,0.5640000000000001
2022_1159_1211,0.888
2022_1159_1222,0.778
2022_1159_1228,0.796
2022_1159_1231,0.714
2022_1159_1234,0.81
2022_1159_1235,0.643
2022_1159_1240,0.56
2022_1159_1242,0.902
2022_1159_1246,0.858
2022_1159_1255,0.509
2022_1159_1260,0.667
2022_1159_1261,0.808
2022_1159_1266,0.754
2022_1159_1272,0.749
2022_1159_1274,0.6739999999999999
2022_1159_1276,0.6910000000000001
2022_1159_1277,0.743
2022_1159_1286,0.569
2022_1159_1293,0.636
2022_1159_1308,0.616
2022_1159_1313,0.519
2022_1159_1314,0.642
2022_1159_1323,0.6739999999999999
2022_1159_1326,0.786
2022_1159_1344,0.731
2022_1159_1345,0.83
2022_1159_1350,0.643
2022_1159_1353,0.729
2022_1159_1355,0.581
2022_1159_1361,0.744
2022_1159_1362,0.74
2022_1159_1371,0.7130000000000001
2022_1159_1388,0.758
2022_1159_1389,0.575
2022_1159_1394,0.534
2022_1159_1395,0.6910000000000001
2022_1159_1397,0.829
2022_1159_1400,0.733
2022_1159_1403,0.868
2022_1159_1411,0.538
2022_1159_1412,0.63
2022_1159_1417,0.864
2022_1159_1425,0.685
2022_1159_1436,0.619
2022_1159_1437,0.883
2022_1159_1439,0.749
2022_1159_1458,0.732
2022_1159_1460,0.596
2022_1159_1461,0.6779999999999999
2022_1159_1463,0.575
2022_1161_1163,0.502
2022_1161_1166,0.572
2022_1161_1168,0.783
2022_1161_1172,0.608
2022_1161_1174,0.741
2022_1161_1181,0.5589999999999999
2022_1161_1209,0.798
2022_1161_1211,0.732
2022_1161_1222,0.5529999999999999
2022_1161_1228,0.5609999999999999
2022_1161_1231,0.524
2022_1161_1234,0.631
2022_1161_1235,0.536
2022_1161_1240,0.737
2022_1161_1242,0.731
2022_1161_1246,0.633
2022_1161_1255,0.83
2022_1161_1260,0.571
2022_1161_1261,0.531
2022_1161_1266,0.549
2022_1161_1272,0.507
2022_1161_1274,0.588
2022_1161_1276,0.516
2022_1161_1277,0.5349999999999999
2022_1161_1286,0.777
2022_1161_1293,0.616
2022_1161_1308,0.667
2022_1161_1313,0.82
2022_1161_1314,0.501
2022_1161_1323,0.584
2022_1161_1326,0.524
2022_1161_1344,0.535
2022_1161_1345,0.5469999999999999
2022_1161_1350,0.673
2022_1161_1353,0.596
2022_1161_1355,0.688
2022_1161_1361,0.505
2022_1161_1362,0.521
2022_1161_1371,0.509
2022_1161_1388,0.5389999999999999
2022_1161_1389,0.756
2022_1161_1394,0.829
2022_1161_1395,0.529
2022_1161_1397,0.74
2022_1161_1400,0.507
2022_1161_1403,0.619
2022_1161_1411,0.816
2022_1161_1412,0.635
2022_1161_1417,0.653
2022_1161_1425,0.556
2022_1161_1436,0.685
2022_1161_1437,0.723
2022_1161_1439,0.529
2022_1161_1458,0.521
2022_1161_1460,0.813
2022_1161_1461,0.54
2022_1161_1463,0.739
2022_1163_1166,0.597
2022_1163_1168,0.827
2022_1163_1172,0.68
2022_1163_1174,0.816
2022_1163_1181,0.53
2022_1163_1209,0.819
2022_1163_1211,0.6859999999999999
2022_1163_1222,0.536
2022_1163_1228,0.548
2022_1163_1231,0.533
2022_1163_1234,0.587
2022_1163_1235,0.554
2022_1163_1240,0.764
2022_1163_1242,0.587
2022_1163_1246,0.609
2022_1163_1255,0.833
2022_1163_1260,0.576
2022_1163_1261,0.532
2022_1163_1266,0.548
2022_1163_1272,0.554
2022_1163_1274,0.624
2022_1163_1276,0.563
2022_1163_1277,0.523
2022_1163_1286,0.814
2022_1163_1293,0.687
2022_1163_1308,0.745
2022_1163_1313,0.818
2022_1163_1314,0.619
2022_1163_1323,0.637
2022_1163_1326,0.529
2022_1163_1344,0.592
2022_1163_1345,0.503
2022_1163_1350,0.76
2022_1163_1353,0.581
2022_1163_1355,0.735
2022_1163_1361,0.53
2022_1163_1362,0.508
2022_1163_1371,0.529
2022_1163_1388,0.549
2022_1163_1389,0.81
2022_1163_1394,0.812
2022_1163_1395,0.538
2022_1163_1397,0.595
2022_1163_1400,0.511
2022_1163_1403,0.596
2022_1163_1411,0.858
2022_1163_1412,0.655
2022_1163_1417,0.6
2022_1163_1425,0.596
2022_1163_1436,0.688
2022_1163_1437,0.603
2022_1163_1439,0.54
2022_1163_1458,0.502
2022_1163_1460,0.832
2022_1163_1461,0.627
2022_1163_1463,0.788
2022_1166_1168,0.682
2022_1166_1172,0.544
2022_1166_1174,0.675
2022_1166_1181,0.6699999999999999
2022_1166_1209,0.691
2022_1166_1211,0.795
2022_1166_1222,0.645
2022_1166_1228,0.7170000000000001
2022_1166_1231,0.617
2022_1166_1234,0.7150000000000001
2022_1166_1235,0.573
2022_1166_1240,0.635
2022_1166_1242,0.756
2022_1166_1246,0.775
2022_1166_1255,0.691
2022_1166_1260,0.556
2022_1166_1261,0.6659999999999999
2022_1166_1266,0.583
2022_1166_1272,0.636
2022_1166_1274,0.563
2022_1166_1276,0.585
2022_1166_1277,0.6799999999999999
2022_1166_1286,0.66
2022_1166_1293,0.512
2022_1166_1308,0.605
2022_1166_1313,0.679
2022_1166_1314,0.546
2022_1166_1323,0.525
2022_1166_1326,0.604
2022_1166_1344,0.567
2022_1166_1345,0.6859999999999999
2022_1166_1350,0.564
2022_1166_1353,0.5509999999999999
2022_1166_1355,0.577
2022_1166_1361,0.64
2022_1166_1362,0.5840000000000001
2022_1166_1371,0.618
2022_1166_1388,0.577
2022_1166_1389,0.674
2022_1166_1394,0.702
2022_1166_1395,0.5900000000000001
2022_1166_1397,0.772
2022_1166_1400,0.637
2022_1166_1403,0.756
2022_1166_1411,0.707
2022_1166_1412,0.517
2022_1166_1417,0.734
2022_1166_1425,0.562
2022_1166_1436,0.564
2022_1166_1437,0.789
2022_1166_1439,0.602
2022_1166_1458,0.65
2022_1166_1460,0.713
2022_1166_1461,0.5640000000000001
2022_1166_1463,0.643
2022_1168_1172,0.745
2022_1168_1174,0.53
2022_1168_1181,0.858
2022_1168_1209,0.53
2022_1168_1211,0.96
2022_1168_1222,0.8260000000000001
2022_1168_1228,0.871
2022_1168_1231,0.8089999999999999
2022_1168_1234,0.881
2022_1168_1235,0.761
2022_1168_1240,0.517
2022_1168_1242,0.963
2022_1168_1246,0.958
2022_1168_1255,0.541
2022_1168_1260,0.729
2022_1168_1261,0.846
2022_1168_1266,0.83
2022_1168_1272,0.796
2022_1168_1274,0.694
2022_1168_1276,0.821
2022_1168_1277,0.829
2022_1168_1286,0.512
2022_1168_1293,0.6759999999999999
2022_1168_1308,0.5740000000000001
2022_1168_1313,0.529
2022_1168_1314,0.747
2022_1168_1323,0.774
2022_1168_1326,0.859
2022_1168_1344,0.778
2022_1168_1345,0.906
2022_1168_1350,0.631
2022_1168_1353,0.756
2022_1168_1355,0.624
2022_1168_1361,0.8
2022_1168_1362,0.786
2022_1168_1371,0.815
2022_1168_1388,0.848
2022_1168_1389,0.53
2022_1168_1394,0.568
2022_1168_1395,0.792
2022_1168_1397,0.924
2022_1168_1400,0.8220000000000001
2022_1168_1403,0.94
2022_1168_1411,0.554
2022_1168_1412,0.669
2022_1168_1417,0.927
2022_1168_1425,0.75
2022_1168_1436,0.652
2022_1168_1437,0.955
2022_1168_1439,0.813
2022_1168_1458,0.8200000000000001
2022_1168_1460,0.5449999999999999
2022_1168_1461,0.725
2022_1168_1463,0.614
2022_1172_1174,0.668
2022_1172_1181,0.6819999999999999
2022_1172_1209,0.68
2022_1172_1211,0.8069999999999999
2022_1172_1222,0.626
2022_1172_1228,0.622
2022_1172_1231,0.505
2022_1172_1234,0.673
2022_1172_1235,0.541
2022_1172_1240,0.647
2022_1172_1242,0.786
2022_1172_1246,0.737
2022_1172_1255,0.721
2022_1172_1260,0.527
2022_1172_1261,0.587
2022_1172_1266,0.521
2022_1172_1272,0.5469999999999999
2022_1172_1274,0.525
2022_1172_1276,0.508
2022_1172_1277,0.513
2022_1172_1286,0.73
2022_1172_1293,0.506
2022_1172_1308,0.603
2022_1172_1313,0.729
2022_1172_1314,0.513
2022_1172_1323,0.504
2022_1172_1326,0.585
2022_1172_1344,0.5449999999999999
2022_1172_1345,0.712
2022_1172_1350,0.582
2022_1172_1353,0.511
2022_1172_1355,0.573
2022_1172_1361,0.563
2022_1172_1362,0.554
2022_1172_1371,0.5509999999999999
2022_1172_1388,0.608
2022_1172_1389,0.687
2022_1172_1394,0.717
2022_1172_1395,0.53
2022_1172_1397,0.782
2022_1172_1400,0.52
2022_1172_1403,0.736
2022_1172_1411,0.728
2022_1172_1412,0.559
2022_1172_1417,0.735
2022_1172_1425,0.506
2022_1172_1436,0.599
2022_1172_1437,0.786
2022_1172_1439,0.5589999999999999
2022_1172_1458,0.5920000000000001
2022_1172_1460,0.699
2022_1172_1461,0.505
2022_1172_1463,0.681
2022_1174_1181,0.852
2022_1174_1209,0.528
2022_1174_1211,0.937
2022_1174_1222,0.7969999999999999
2022_1174_1228,0.846
2022_1174_1231,0.766
2022_1174_1234,0.858
2022_1174_1235,0.719
2022_1174_1240,0.518
2022_1174_1242,0.942
2022_1174_1246,0.933
2022_1174_1255,0.556
2022_1174_1260,0.7170000000000001
2022_1174_1261,0.838
2022_1174_1266,0.793
2022_1174_1272,0.759
2022_1174_1274,0.6739999999999999
2022_1174_1276,0.79
2022_1174_1277,0.8009999999999999
2022_1174_1286,0.519
2022_1174_1293,0.6639999999999999
2022_1174_1308,0.5660000000000001
2022_1174_1313,0.554
2022_1174_1314,0.712
2022_1174_1323,0.763
2022_1174_1326,0.831
2022_1174_1344,0.759
2022_1174_1345,0.896
2022_1174_1350,0.61
2022_1174_1353,0.739
2022_1174_1355,0.604
2022_1174_1361,0.76
2022_1174_1362,0.767
2022_1174_1371,0.78
2022_1174_1388,0.834
2022_1174_1389,0.519
2022_1174_1394,0.575
2022_1174_1395,0.748
2022_1174_1397,0.909
2022_1174_1400,0.7989999999999999
2022_1174_1403,0.916
2022_1174_1411,0.591
2022_1174_1412,0.6579999999999999
2022_1174_1417,0.886
2022_1174_1425,0.734
2022_1174_1436,0.638
2022_1174_1437,0.942
2022_1174_1439,0.771
2022_1174_1458,0.8029999999999999
2022_1174_1460,0.526
2022_1174_1461,0.7170000000000001
2022_1174_1463,0.583
2022_1181_1209,0.882
2022_1181_1211,0.65
2022_1181_1222,0.561
2022_1181_1228,0.511
2022_1181_1231,0.602
2022_1181_1234,0.548
2022_1181_1235,0.645
2022_1181_1240,0.834
2022_1181_1242,0.632
2022_1181_1246,0.6
2022_1181_1255,0.904
2022_1181_1260,0.717
2022_1181_1261,0.547
2022_1181_1266,0.585
2022_1181_1272,0.631
2022_1181_1274,0.668
2022_1181_1276,0.615
2022_1181_1277,0.583
2022_1181_1286,0.886
2022_1181_1293,0.784
2022_1181_1308,0.802
2022_1181_1313,0.894
2022_1181_1314,0.64
2022_1181_1323,0.719
2022_1181_1326,0.556
2022_1181_1344,0.627
2022_1181_1345,0.519
2022_1181_1350,0.785
2022_1181_1353,0.647
2022_1181_1355,0.818
2022_1181_1361,0.574
2022_1181_1362,0.656
2022_1181_1371,0.608
2022_1181_1388,0.594
2022_1181_1389,0.876
2022_1181_1394,0.894
2022_1181_1395,0.585
2022_1181_1397,0.609
2022_1181_1400,0.563
2022_1181_1403,0.562
2022_1181_1411,0.908
2022_1181_1412,0.765
2022_1181_1417,0.587
2022_1181_1425,0.683
2022_1181_1436,0.798
2022_1181_1437,0.603
2022_1181_1439,0.602
2022_1181_1458,0.539
2022_1181_1460,0.913
2022_1181_1461,0.675
2022_1181_1463,0.87
2022_1209_1211,0.914
2022_1209_1222,0.78
2022_1209_1228,0.85
2022_1209_1231,0.754
2022_1209_1234,0.834
2022_1209_1235,0.7050000000000001
2022_1209_1240,0.538
2022_1209_1242,0.929
2022_1209_1246,0.899
2022_1209_1255,0.515
2022_1209_1260,0.6779999999999999
2022_1209_1261,0.773
2022_1209_1266,0.748
2022_1209_1272,0.766
2022_1209_1274,0.665
2022_1209_1276,0.745
2022_1209_1277,0.766
2022_1209_1286,0.518
2022_1209_1293,0.616
2022_1209_1308,0.606
2022_1209_1313,0.516
2022_1209_1314,0.696
2022_1209_1323,0.725
2022_1209_1326,0.789
2022_1209_1344,0.744
2022_1209_1345,0.87
2022_1209_1350,0.648
2022_1209_1353,0.729
2022_1209_1355,0.5720000000000001
2022_1209_1361,0.757
2022_1209_1362,0.758
2022_1209_1371,0.772
